dt,A,B
9.98E+00,0,0
1.00E+01,0,0
1.00E+01,0,0
1.01E+01,0,0
1.01E+01,0,0
1.01E+01,0,0
1.02E+01,0,0
1.02E+01,0,0
1.02E+01,0,0
1.03E+01,0,0
1.03E+01,0,0
1.03E+01,0,0
1.04E+01,0,0
1.04E+01,0,0
1.04E+01,0,0
1.04E+01,0,0
1.05E+01,0,0
1.05E+01,0,0
1.05E+01,0,0
1.06E+01,0,0
1.06E+01,0,0
1.06E+01,0,0
1.07E+01,0,0
1.07E+01,0,0
1.07E+01,0,0
1.08E+01,0,0
1.08E+01,0,0
1.08E+01,0,0
1.09E+01,0,0
1.09E+01,0,0
1.09E+01,0,0
1.09E+01,0,0
1.10E+01,0,0
1.10E+01,0,0
1.10E+01,0,0
1.11E+01,0,0
1.11E+01,0,0
1.11E+01,0,0
1.12E+01,0,0
1.12E+01,0,0
1.12E+01,0,0
1.13E+01,0,0
1.13E+01,0,0
1.13E+01,0,0
1.14E+01,0,0
1.14E+01,0,0
1.14E+01,0,0
1.14E+01,0,0
1.15E+01,0,0
1.15E+01,0,0
1.15E+01,0,0
1.16E+01,0,0
1.16E+01,0,0
1.16E+01,0,0
1.17E+01,0,0
1.17E+01,0,0
1.17E+01,0,0
1.18E+01,0,0
1.18E+01,0,0
1.18E+01,0,0
1.18E+01,0,0
1.19E+01,0,0
1.19E+01,0,0
1.19E+01,0,0
1.20E+01,0,0
1.20E+01,0,0
1.20E+01,0,0
1.21E+01,0,0
1.21E+01,0,0
1.21E+01,0,0
1.22E+01,0,0
1.22E+01,0,0
1.22E+01,0,0
1.23E+01,0,0
1.23E+01,0,0
1.23E+01,0,0
1.23E+01,0,0
1.24E+01,0,0
1.24E+01,0,0
1.24E+01,0,0
1.25E+01,0,0
1.25E+01,0,0
1.25E+01,0,0
1.26E+01,0,0
12.59771633,0,0
12.62879992,0,0
12.65915728,0,0
12.69049835,0,0
12.72085404,0,0
12.75122905,0,0
12.78230071,0,0
12.81241584,0,0
12.84365392,0,0
12.87479973,0,0
12.90554857,0,0
12.93686438,0,0
12.96790576,0,0
12.99968863,0,0
13.03121305,0,0
13.0632689,0,0
13.0945971,0,0
13.12468839,0,0
13.15634465,0,0
13.18801832,0,0
13.21902418,0,0
13.25030899,0,0
13.28122807,0,0
13.31272507,0,0
13.34418583,0,0
13.37534046,0,0
13.40668559,0,0
13.43775535,0,0
13.46861815,0,0
13.49988794,0,0
13.53012514,0,0
13.56183386,0,0
13.59371805,0,0
13.62391162,0,0
13.65431595,0,0
13.68554044,0,0
13.7168479,0,0
13.74881363,0,0
13.78073859,0,0
13.81181836,0,0
13.84326243,0,0
13.87388921,0,0
13.90443039,0,0
13.93490744,0,0
13.96591067,0,0
13.99766231,0,0
14.02827859,0,0
14.05924773,0,0
14.08994937,0,0
14.12138033,0,0
14.15231943,0,0
14.1828928,0,0
14.21493268,0,0
14.24681592,0,0
14.27790928,0,0
14.30981565,0,0
14.33986926,0,0
14.37109542,0,0
14.4024229,0,0
14.43447828,0,0
14.46565342,0,0
14.49703884,0,0
14.5282135,0,0
14.55854392,0,0
14.59011102,0,0
14.62107038,0,0
14.6519444,0,0
14.68261743,0,0
14.71413279,0,0
14.74532795,0,0
14.77651596,0,0
14.80767345,0,0
14.83905959,0,0
14.87042522,0,0
14.90209055,0,0
14.93431306,0,0
14.96575546,0,0
14.99620605,0,0
15.02706146,0,0
15.05834746,0,0
15.08946419,0,0
15.1217804,0,0
15.15313554,0,0
15.18430185,0,0
15.21505284,0,0
15.24686313,0,0
15.27892995,0,0
15.30942822,0,0
15.34017634,0,0
15.37234139,0,0
15.40362644,0,0
15.43481898,0,0
15.46609068,0,0
15.49709654,0,0
15.52861333,0,0
15.56074762,0,0
15.59231615,0,0
15.62335253,0,0
15.65529513,0,0
15.68593955,0,0
15.71730137,0,0
15.7485249,0,0
15.78021479,0,0
15.81120896,0,0
15.84212732,0,0
15.87335587,0,0
15.90445209,0,0
15.9362309,0,0
15.96764684,0,0
15.99884677,0,0
16.02917051,0,0
16.05981231,0,0
16.09133959,0,0
16.12243724,0,0
16.15373921,0,0
16.18525171,0,0
16.21733665,0,0
16.2485795,0,0
16.27974772,0,0
16.31046295,0,0
16.34217596,0,0
16.37380409,0,0
16.40475821,0,0
16.43580437,0,0
16.46776795,0,0
16.49930239,0,0
16.53085828,0,0
16.56190205,0,0
16.59365749,0,0
16.62467813,0,0
16.65530348,0,0
16.68654227,0,0
16.71755385,0,0
16.74816895,0,0
16.77853727,0,0
16.80918455,0,0
16.84088182,0,0
16.87245798,0,0
16.90332103,0,0
16.93514466,0,0
16.96701193,0,0
16.99795198,0,0
17.02833462,0,0
17.05945301,0,0
17.0909183,0,0
17.12234187,0,0
17.15345407,0,0
17.18455625,0,0
17.2160213,0,0
17.24745584,0,0
17.277843,0,0
17.30877209,0,0
17.33931589,0,0
17.37076616,0,0
17.40218735,0,0
17.4333086,0,0
17.46460938,0,0
17.52422595,0,0
17.55713892,0,0
17.58813787,0,0
17.61930871,0,0
17.65086651,0,0
17.68195295,0,0
17.71345544,0,0
17.74516463,0,0
17.77561188,0,0
17.80716085,0,0
17.83844161,0,0
17.86992192,0,0
17.90226793,0,0
17.93378115,0,0
17.96451187,0,0
17.99578786,0,0
18.02737951,0,0
18.05843639,0,0
18.0899992,0,0
18.12158704,0,0
18.15194249,0,0
18.18306303,0,0
18.21480799,0,0
18.24632049,0,0
18.27660012,0,0
18.30786824,0,0
18.33755326,0,0
18.36923337,0,0
18.40012383,0,0
18.43170857,0,0
18.46257329,0,0
18.49306774,0,0
18.52296257,0,0
18.55408287,0,0
18.58584094,0,0
18.61814451,0,0
18.64865685,0,0
18.68020821,0,0
18.71133566,0,0
18.74205089,0,0
18.7731595,0,0
18.80522084,0,0
18.83676529,0,0
18.86869693,0,0
18.89887023,0,0
18.92967534,0,0
18.9603169,0,0
18.99156761,0,0
19.02221751,0,0
19.05359578,0,0
19.08507085,0,0
19.11640143,0,0
19.14826775,0,0
19.17988467,0,0
19.21080256,0,0
19.24168158,0,0
19.27311325,0,0
19.30395889,0,0
19.33437037,0,0
19.36485815,0,0
19.39698505,0,0
19.42803431,0,0
19.46015763,0,0
19.49101377,0,0
19.52268505,0,0
19.55402637,0,0
19.58455205,0,0
19.61558342,0,0
19.64615703,0,0
19.67730021,0,0
19.70805907,0,0
19.73890257,0,0
19.77018499,0,0
19.80058408,0,0
19.83234692,0,0
19.86370373,0,0
19.8956337,0,0
19.92621684,0,0
19.95729661,0,0
19.9886806,0,0
20.0197494,0,0
20.05118394,0,0
20.08240318,0,0
20.1135745,0,0
20.14448905,0,0
20.17591023,0,0
20.20704269,0,0
20.25567269,0,0
20.28564024,0,0
20.31706405,0,0
20.34762549,0,0
20.37854743,0,0
20.40980268,0,0
20.44051981,0,0
20.47141433,0,0
20.50274038,0,0
20.53456211,0,0
20.56547832,0,0
20.59686255,0,0
20.62850261,0,0
20.65913177,0,0
20.69044828,0,0
20.72093201,0,0
20.75272632,0,0
20.78397512,0,0
20.81499362,0,0
20.84710217,0,0
20.87817955,0,0
20.90945411,0,0
20.94042325,0,0
20.97174788,0,0
21.00371313,0,0
21.03428984,0,0
21.06554604,0,0
21.09713745,0,0
21.12914371,0,0
21.16058826,0,0
21.19065189,0,0
21.22096515,0,0
21.25148439,0,0
21.2832303,0,0
21.31444764,0,0
21.34513497,0,0
21.37638927,0,0
21.40728664,0,0
21.43774629,0,0
21.46881342,0,0
21.49980092,0,0
21.53056598,0,0
21.56167889,0,0
21.59275365,0,0
21.6232028,0,0
21.65447927,0,0
21.68607569,0,0
21.71742392,0,0
21.7488122,0,0
21.77959847,0,0
21.81078696,0,0
21.84264898,0,0
21.87349486,0,0
21.90480256,0,0
21.93630457,0,0
21.9671371,0,0
21.99859786,0,0
22.02963114,0,0
22.06063223,0,0
22.09158969,0,0
22.12349176,0,0
22.15476775,0,0
22.18529129,0,0
22.21638918,0,0
22.24800968,0,0
22.2797699,0,0
22.31100631,0,0
22.34355903,0,0
22.37501931,0,0
22.40580344,0,0
22.43709278,0,0
22.46845007,0,0
22.49978518,0,0
22.53117299,0,0
22.56163192,0,0
22.59252143,0,0
22.62412548,0,0
22.6542325,0,0
22.68570924,0,0
22.71693277,0,0
22.74821258,0,0
22.7795577,0,0
22.81126022,0,0
22.84222317,0,0
22.87217402,0,0
22.9033792,0,0
22.93466258,0,0
22.96646881,0,0
22.99758983,0,0
23.02985549,0,0
23.06013966,0,0
23.09166265,0,0
23.12275171,0,0
23.15349984,0,0
23.18510938,0,0
23.21669984,0,0
23.24819469,0,0
23.27886796,0,0
23.31055307,0,0
23.34206128,0,0
23.37217164,0,0
23.40370369,0,0
23.43399334,0,0
23.46505094,0,0
23.49600601,0,0
23.52651024,0,0
23.55820155,0,0
23.58933568,0,0
23.62094641,0,0
23.65109563,0,0
23.68184853,0,0
23.71283269,0,0
23.74338937,0,0
23.77434587,0,0
23.805475,0,0
23.83647251,0,0
23.86687827,0,0
23.89811993,0,0
23.93008423,0,0
23.96122789,0,0
23.99182606,0,0
24.0224719,0,0
24.05371261,0,0
24.08431458,0,0
24.11569905,0,0
24.14727879,0,0
24.17777514,0,0
24.20893192,0,0
24.23970509,0,0
24.27078986,0,0
24.3017695,0,0
24.33340168,0,0
24.36484838,0,0
24.39585996,0,0
24.42675805,0,0
24.45732546,0,0
24.48810148,0,0
24.51929379,0,0
24.55065274,0,0
24.58168459,0,0
24.61182737,0,0
24.6434679,0,0
24.6747005,0,0
24.70658374,0,0
24.73796582,0,0
24.76966166,0,0
24.8011291,0,0
24.83076,0,0
24.8631742,0,0
24.89346147,0,0
24.92501187,0,0
24.95687222,0,0
24.98834467,0,0
25.02054048,0,0
25.05235195,0,0
25.08329248,0,0
25.11424518,0,0
25.14492702,0,0
25.17595673,0,0
25.20718074,0,0
25.23858857,0,0
25.26970983,0,0
25.30130935,0,0
25.33289623,0,0
25.36302185,0,0
25.39405322,0,0
25.4256711,0,0
25.45703769,0,0
25.48815513,0,0
25.51985765,0,0
25.5515883,0,0
25.58253384,0,0
25.61433387,0,0
25.6460011,0,0
25.67836952,0,0
25.70828271,0,0
25.74036717,0,0
25.77105594,0,0
25.80227613,0,0
25.83349609,0,0
25.86368299,0,0
25.89515328,0,0
25.92694902,0,0
25.95817351,0,0
25.98962784,0,0
26.02110243,0,0
26.05232573,0,0
26.08240652,0,0
26.11390018,0,0
26.14514637,0,0
26.17701459,0,0
26.20742655,0,0
26.23862219,0,0
26.26965427,0,0
26.30113912,0,0
26.33242869,0,0
26.36392975,0,0
26.394696,0,0
26.42583728,0,0
26.45709038,0,0
26.4879787,0,0
26.51860952,0,0
26.55027699,0,0
26.58141661,0,0
26.61180973,0,0
26.6431284,0,0
26.67379618,0,0
26.70516229,0,0
26.73546362,0,0
26.76613617,0,0
26.7980659,0,0
26.83013511,0,0
26.86163735,0,0
26.89276266,0,0
26.92419648,0,0
26.95507193,0,0
26.9864552,0,0
27.01736689,0,0
27.04948831,0,0
27.07933474,0,0
27.11038661,0,0
27.14159751,0,0
27.17302823,0,0
27.20402908,0,0
27.23415613,0,0
27.26583266,0,0
27.29705143,0,0
27.32829189,0,0
27.35935187,0,0
27.39059377,0,0
27.42209625,0,0
27.4542594,0,0
27.48599291,0,0
27.51690531,0,0
27.54792452,0,0
27.57863069,0,0
27.60964465,0,0
27.64116025,0,0
27.67247248,0,0
27.70330954,0,0
27.73443556,0,0
27.76532817,0,0
27.79590034,0,0
27.82709146,0,0
27.85953474,0,0
27.88902235,0,0
27.91919041,0,0
27.94973564,0,0
27.98083806,0,0
28.01229286,0,0
28.04324841,0,0
28.07352972,0,0
28.10438323,0,0
28.13601112,0,0
28.16674852,0,0
28.19767165,0,0
28.22998595,0,0
28.26123476,0,0
28.29254675,0,0
28.32250404,0,0
28.35419321,0,0
28.38547754,0,0
28.41599536,0,0
28.44758058,0,0
28.47770929,0,0
28.50861144,0,0
28.54020357,0,0
28.57075834,0,0
28.6016016,0,0
28.63161254,0,0
28.66279554,0,0
28.69297338,0,0
28.7249639,0,0
28.75595045,0,0
28.78656673,0,0
28.81706238,0,0
28.84811783,0,0
28.87948442,0,0
28.91111159,0,0
28.94221592,0,0
28.97318339,0,0
29.00453901,0,0
29.03555679,0,0
29.06664228,0,0
29.09793401,0,0
29.12878585,0,0
29.15980911,0,0
29.19049382,0,0
29.22195101,0,0
29.25370693,0,0
29.28515744,0,0
29.31507134,0,0
29.3473134,0,0
29.37864804,0,0
29.4101038,0,0
29.44132352,0,0
29.47181106,0,0
29.50323606,0,0
29.53407645,0,0
29.56562495,0,0
29.59653425,0,0
29.62691784,0,0
29.65638065,0,0
29.68683434,0,0
29.71810579,0,0
29.74964213,0,0
29.78000927,0,0
29.81159377,0,0
29.84241676,0,0
29.87401581,0,0
29.90417004,0,0
29.93507695,0,0
29.96585512,0,0
29.99682403,0,0
30.02785182,0,0
30.05894756,0,0
30.09012103,0,0
30.12033439,0,0
30.15096784,0,0
30.18111444,0,0
30.21238303,0,0
30.24311066,0,0
30.27466846,0,0
30.30542803,0,0
30.33627939,0,0
30.36715364,0,0
30.39870334,0,0
30.42926884,0,0
30.45920968,0,0
30.48997831,0,0
30.52032518,0,0
30.55120158,0,0
30.58229494,0,0
30.6134336,0,0
30.64529419,0,0
30.67626595,0.000109879,4.88414E-07
30.70646214,0.000109879,4.88414E-07
30.73715115,0.000109879,4.88414E-07
30.76760721,0.000109879,4.88414E-07
30.7984395,0.000109879,4.88414E-07
30.83019996,0.000109879,4.88414E-07
30.86132383,0.000109879,4.88414E-07
30.89277601,0.000109879,4.88414E-07
30.92475319,0.000109879,4.88414E-07
30.95589447,0.000109879,4.88414E-07
30.98704672,0.000109879,4.88414E-07
31.01792407,0.000109879,4.88414E-07
31.04989576,0.000109879,4.88414E-07
31.08146477,0.000109879,4.88414E-07
31.11256814,0.000109879,4.88414E-07
31.14425135,0.000109879,4.88414E-07
31.17404437,0.000109879,4.88414E-07
31.20491672,0.000109879,4.88414E-07
31.23606062,0.000109879,4.88414E-07
31.26770043,0.000109879,4.88414E-07
31.2996707,0.000109879,4.88414E-07
31.33120942,0.000109879,4.88414E-07
31.36259079,0.000109879,4.88414E-07
31.39336133,0.000109879,4.88414E-07
31.42524719,0.000109879,4.88414E-07
31.45590281,0.000109879,4.88414E-07
31.48721361,0.000109879,4.88414E-07
31.5183146,0.000109879,4.88414E-07
31.54957008,0.000109879,4.88414E-07
31.58146739,0.000109879,4.88414E-07
31.61369395,0.000109879,4.88414E-07
31.64537334,0.000109879,4.88414E-07
31.67608118,0.000109879,4.88414E-07
31.7065165,0.000109879,4.88414E-07
31.73805046,0.000109879,4.88414E-07
31.76992941,0.000109879,4.88414E-07
31.7998662,0.000109879,4.88414E-07
31.83072233,0.000109879,4.88414E-07
31.86211228,0.000109879,4.88414E-07
31.89224529,0.000109879,4.88414E-07
31.9235971,0.000109879,4.88414E-07
31.95505309,0.000109879,4.88414E-07
31.9858048,0.000109879,4.88414E-07
32.01672649,0.000109879,4.88414E-07
32.04793382,0.000109879,4.88414E-07
32.07917356,0.000109879,4.88414E-07
32.11058497,0.000109879,4.88414E-07
32.14211345,0.000109879,4.88414E-07
32.17359114,0.000109879,4.88414E-07
32.20425534,0.000109879,4.88414E-07
32.23542595,0.000109879,4.88414E-07
32.26625395,0.000109879,4.88414E-07
32.29853296,0.000109879,4.88414E-07
32.32884073,0.000109879,4.88414E-07
32.35986018,0.000109879,4.88414E-07
32.39160991,0.000109879,4.88414E-07
32.4229207,0.000109879,4.88414E-07
32.4538064,0.000109879,4.88414E-07
32.4855299,0.000109879,4.88414E-07
32.51633406,0.000109879,4.88414E-07
32.54766583,0.000109879,4.88414E-07
32.57851958,0.000109879,4.88414E-07
32.60990429,0.000109879,4.88414E-07
32.64176083,0.000109879,4.88414E-07
32.67240262,0.000109879,4.88414E-07
32.70357585,0.000109879,4.88414E-07
32.7351079,0.000109879,4.88414E-07
32.76646709,0.000109879,4.88414E-07
32.79762173,0.000109879,4.88414E-07
32.82947183,0.000109879,4.88414E-07
32.86039996,0.000109879,4.88414E-07
32.89084387,0.000109879,4.88414E-07
32.92255664,0.000109879,4.88414E-07
32.95343113,0.000109879,4.88414E-07
32.98433137,0.000109879,4.88414E-07
33.01616716,0.000109879,4.88414E-07
33.04621506,0.000109879,4.88414E-07
33.07697868,0.000109879,4.88414E-07
33.10832286,0.000109879,4.88414E-07
33.13932514,0.000109879,4.88414E-07
33.17074347,0.000109879,4.88414E-07
33.20165205,0.000109879,4.88414E-07
33.23268461,0.000109879,4.88414E-07
33.26287222,0.000109879,4.88414E-07
33.29484677,0.000109879,4.88414E-07
33.3258462,0.000109879,4.88414E-07
33.35682797,0.000109879,4.88414E-07
33.38714576,0.000109879,4.88414E-07
33.41887879,0.000109879,4.88414E-07
33.45003891,0.000109879,4.88414E-07
33.48008299,0.000109879,4.88414E-07
33.5112319,0.000109879,4.88414E-07
33.54176497,0.000109879,4.88414E-07
33.57269478,0.000109879,4.88414E-07
33.60353875,0,0
33.63380933,0,0
33.66462755,0,0
33.69609761,0,0
33.72762489,0,0
33.75915027,0,0
33.79046845,0,0
33.8218472,0,0
33.85373282,0,0
33.88363004,0,0
33.91467309,0,0
33.94590974,0,0
33.97638059,0,0
34.00842857,0,0
34.03866863,0,0
34.06954098,0,0
34.10044026,0,0
34.1306541,0,0
34.16114497,0,0
34.19275689,0,0
34.22402573,0,0
34.2554605,0,0
34.28697801,0,0
34.31841397,0,0
34.3497262,0,0
34.38094044,0,0
34.41155553,0,0
34.44231677,0,0
34.4732995,0,0
34.50459933,0,0
34.53571391,0,0
34.56719375,0,0
34.59972215,0,0
34.63068962,0,0
34.66207194,0,0
34.69346786,0,0
34.72418952,0,0
34.75581765,0,0
34.78671384,0,0
34.81742096,0,0
34.84909892,0,0
34.88135982,0,0
34.91278601,0,0
34.94347858,0,0
34.97446823,0,0
35.00579596,0,0
35.03670597,0,0
35.06695199,0,0
35.09805608,0,0
35.12891483,0,0
35.15993738,0,0
35.19105577,0,0
35.22193527,0,0
35.25307345,0,0
35.28475332,0,0
35.3163805,0,0
35.34788537,0,0
35.37910604,0,0
35.41094279,0,0
35.44125843,0,0
35.47176623,0,0
35.50290728,0,0
35.53311467,0,0
35.56454206,0,0
35.59673643,0,0
35.62814546,0,0
35.65935326,0,0
35.69018555,0,0
35.72109103,0,0
35.75241327,0,0
35.78334332,0,0
35.81492257,0,0
35.84636283,0,0
35.87785649,0,0
35.90886235,0,0
35.93983531,0,0
35.97157407,0,0
36.00145864,0,0
36.03350163,0,0
36.06423688,0,0
36.09509754,0,0
36.12586021,0,0
36.15650344,0,0
36.18737602,0,0
36.21832895,0,0
36.24927616,0,0
36.28078556,0,0
36.31264782,0,0
36.34396219,0,0
36.37411404,0,0
36.40544677,0,0
36.43619084,0,0
36.46772957,0,0
36.49953365,0,0
36.52944803,0,0
36.5610249,0,0
36.59202242,0,0
36.62262225,0,0
36.6535387,0,0
36.68481851,0,0
36.71688914,0,0
36.74792814,0,0
36.78011918,0,0
36.81085086,0,0
36.84207368,0,0
36.8724916,0,0
36.90406227,0,0
36.9354732,0,0
36.96665478,0,0
36.99768901,0,0
37.0288744,0,0
37.06063819,0,0
37.09144521,0,0
37.12279081,0,0
37.15397215,0,0
37.18503261,0,0
37.21672106,0,0
37.24802852,0,0
37.27926302,0,0
37.31089044,0,0
37.3418169,0,0
37.37303662,0,0
37.40418887,0,0
37.43579841,0,0
37.46751928,0,0
37.49938917,0,0
37.5299778,0,0
37.56145573,0,0
37.59202218,0,0
37.62284636,0,0
37.65350389,0,0
37.68499351,0,0
37.71681929,0,0
37.74821472,0,0
37.77953053,0,0
37.81082535,0,0
37.84144187,0,0
37.87241435,0,0
37.90336919,0,0
37.93492198,0,0
37.96653199,0,0
37.99783182,0,0
38.02908444,0,0
38.0599165,0,0
38.09102583,0,0
38.12104583,-5.00402E-07,-5.56607E-05
38.15203261,-5.00402E-07,-5.56607E-05
38.18304396,-5.00402E-07,-5.56607E-05
38.21423888,-5.00402E-07,-5.56607E-05
38.2446034,-5.00402E-07,-5.56607E-05
38.27590585,-5.00402E-07,-5.56607E-05
38.3072896,-5.00402E-07,-5.56607E-05
38.33817005,-5.00402E-07,-5.56607E-05
38.36883569,-5.00402E-07,-5.56607E-05
38.40000439,-5.00402E-07,-5.56607E-05
38.43016744,-5.00402E-07,-5.56607E-05
38.46085954,-5.00402E-07,-5.56607E-05
38.49277163,-5.00402E-07,-5.56607E-05
38.52383375,-5.00402E-07,-5.56607E-05
38.55522156,-5.00402E-07,-5.56607E-05
38.58682132,-5.00402E-07,-5.56607E-05
38.61750245,-5.00402E-07,-5.56607E-05
38.64777827,-5.00402E-07,-5.56607E-05
38.67889905,-5.00402E-07,-5.56607E-05
38.70965981,-5.00402E-07,-5.56607E-05
38.7413187,-5.00402E-07,-5.56607E-05
38.77253008,-5.00402E-07,-5.56607E-05
38.804739,-5.00402E-07,-5.56607E-05
38.83636546,-5.00402E-07,-5.56607E-05
38.86772847,-5.00402E-07,-5.56607E-05
38.89846826,-5.00402E-07,-5.56607E-05
38.92934418,-5.00402E-07,-5.56607E-05
38.96098614,-5.00402E-07,-5.56607E-05
38.99224496,-5.00402E-07,-5.56607E-05
39.0229907,-5.00402E-07,-5.56607E-05
39.05315232,-5.00402E-07,-5.56607E-05
39.08480573,-5.00402E-07,-5.56607E-05
39.11630845,-5.00402E-07,-5.56607E-05
39.1474123,-5.00402E-07,-5.56607E-05
39.1779871,-5.00402E-07,-5.56607E-05
39.20869517,-5.00402E-07,-5.56607E-05
39.2395823,-5.00402E-07,-5.56607E-05
39.27176189,-5.00402E-07,-5.56607E-05
39.30278373,-5.00402E-07,-5.56607E-05
39.3341434,-5.00402E-07,-5.56607E-05
39.36503577,-5.00402E-07,-5.56607E-05
39.39707422,-5.00402E-07,-5.56607E-05
39.42878771,-5.00402E-07,-5.56607E-05
39.45940661,-5.00402E-07,-5.56607E-05
