dt,A,B
22.25833321,5.41297E-05,-1.80222E-07
22.28999066,5.41297E-05,-1.80222E-07
22.32150984,5.41297E-05,-1.80222E-07
22.35154986,5.41297E-05,-1.80222E-07
22.38361144,5.41297E-05,-1.80222E-07
22.41467237,5.41297E-05,-1.80222E-07
22.44566441,5.41297E-05,-1.80222E-07
22.47728872,5.41297E-05,-1.80222E-07
22.50840855,5.41297E-05,-1.80222E-07
22.53931999,5.41297E-05,-1.80222E-07
22.57089758,5.41297E-05,-1.80222E-07
22.60292101,5.41297E-05,-1.80222E-07
22.63432622,5.41297E-05,-1.80222E-07
22.66602063,5.41297E-05,-1.80222E-07
22.69770694,5.41297E-05,-1.80222E-07
22.72918916,5.41297E-05,-1.80222E-07
22.76107359,5.41297E-05,-1.80222E-07
22.79161406,5.41297E-05,-1.80222E-07
22.8235364,5.41297E-05,-1.80222E-07
22.8539567,5.41297E-05,-1.80222E-07
22.88550639,5.41297E-05,-1.80222E-07
22.91713858,5.41297E-05,-1.80222E-07
22.94911575,5.41297E-05,-1.80222E-07
22.98041081,5.41297E-05,-1.80222E-07
23.01094651,5.41297E-05,-1.80222E-07
23.04163051,5.41297E-05,-1.80222E-07
23.07252598,5.41297E-05,-1.80222E-07
23.10384083,5.41297E-05,-1.80222E-07
23.13505745,0.000109896,3.13124E-07
23.16586208,0.000109896,3.13124E-07
23.19644976,0.000109896,3.13124E-07
23.22809243,0.000109896,3.13124E-07
23.25931001,0.000109896,3.13124E-07
23.28951192,0.000109896,3.13124E-07
23.32101583,0.000109896,3.13124E-07
23.35318637,0.000109896,3.13124E-07
23.38486171,0.000219791,6.26364E-07
23.41693902,0.000219791,6.26364E-07
23.44935727,0.000219791,6.26364E-07
23.48033667,0.000219791,6.26364E-07
23.51160574,0.000219791,6.26364E-07
23.54346776,0.000219791,6.26364E-07
23.57455468,0.000219791,6.26364E-07
23.60658336,0.000219791,6.26364E-07
23.63843369,0.000219791,6.26364E-07
23.67063212,0.000219791,6.26364E-07
23.70239449,0.000219791,6.26364E-07
23.73374152,0.000219791,6.26364E-07
23.76530552,0.000219791,6.26364E-07
23.79583526,0.000219791,6.26364E-07
23.82733107,0.000219791,6.26364E-07
23.85925436,0.000219791,6.26364E-07
23.89047623,0.000219791,6.26364E-07
23.92196918,0.000219791,6.26364E-07
23.95312405,0.000219791,6.26364E-07
23.98345208,0.000219791,6.26364E-07
24.01473188,0.000219791,6.26364E-07
24.04560399,0.000219791,6.26364E-07
24.07671976,0.000219791,6.26364E-07
24.10800815,0.000219791,6.26364E-07
24.1389432,0.000219791,6.26364E-07
24.17050052,0.000219791,6.26364E-07
24.20226431,0.000219791,6.26364E-07
24.23404098,0.000219791,6.26364E-07
24.26484895,0.000219791,6.26364E-07
24.29686427,0.000219791,6.26364E-07
24.32745385,0.000219791,6.26364E-07
24.35833764,0.000219791,6.26364E-07
24.38941908,0.000219791,6.26364E-07
24.42141318,0.000219791,6.26364E-07
24.45333743,0.000219791,6.26364E-07
24.48549962,0.000219791,6.26364E-07
24.51687479,0.000219791,6.26364E-07
24.54756999,0.000219791,6.26364E-07
24.57898951,0.000219791,6.26364E-07
24.61023641,0.000219791,6.26364E-07
24.64179468,0.000219791,6.26364E-07
24.67273974,0.000219791,6.26364E-07
24.70515943,0.000219791,6.26364E-07
24.73764896,0.000219791,6.26364E-07
24.76915002,0.000219791,6.26364E-07
24.80116296,0.000219791,6.26364E-07
24.83301306,0.000219791,6.26364E-07
24.8637445,0.000219791,6.26364E-07
24.89470911,0.000219791,6.26364E-07
24.92519569,0.000219791,6.26364E-07
24.95581579,0.000219791,6.26364E-07
24.98820853,0.000219791,6.26364E-07
25.01880121,0.000219791,6.26364E-07
25.05010533,0.000219791,6.26364E-07
25.08174992,0.000219791,6.26364E-07
25.11242938,0.000219791,6.26364E-07
25.14415765,0.000219791,6.26364E-07
25.1754179,0.000219791,6.26364E-07
25.20650601,0.000219791,6.26364E-07
25.2379961,0.000219791,6.26364E-07
25.26922131,0.000219791,6.26364E-07
25.30064726,0.000219791,6.26364E-07
25.33137679,0.000219791,6.26364E-07
25.3626008,0.000219791,6.26364E-07
25.39329839,0.000219791,6.26364E-07
25.42451167,0.000219791,6.26364E-07
25.45620751,0.000219791,6.26364E-07
25.48726654,0.000219791,6.26364E-07
25.5191462,0.000219791,6.26364E-07
25.54998469,0.000219791,6.26364E-07
25.58212352,0.000219791,6.26364E-07
25.61297131,0.000219791,6.26364E-07
25.64429474,0.000219791,6.26364E-07
25.67581534,0.000219791,6.26364E-07
25.70707154,0.000219791,6.26364E-07
25.73897219,0.000219791,6.26364E-07
25.77043343,0.000219791,6.26364E-07
25.80188584,0.000219791,6.26364E-07
25.83323956,0.000219791,6.26364E-07
25.86425734,0.000219791,6.26364E-07
25.89516115,0.000219791,6.26364E-07
25.92658687,0.000219791,6.26364E-07
25.95793748,0.000219791,6.26364E-07
25.989079,0.000219791,6.26364E-07
26.02094769,0.000219791,6.26364E-07
26.05192709,0.000219791,6.26364E-07
26.08233929,0.000219791,6.26364E-07
26.11396027,0.000219791,6.26364E-07
26.14506388,0.000219791,6.26364E-07
26.17707419,0.000219791,6.26364E-07
26.20718837,0.000219791,6.26364E-07
26.23776722,0.000219791,6.26364E-07
26.26846051,0.000219791,6.26364E-07
26.29950333,0.000219791,6.26364E-07
26.3305521,0.000219791,6.26364E-07
26.36156297,0.000219791,6.26364E-07
26.39303613,0.000219791,6.26364E-07
26.42398071,0.000219791,6.26364E-07
26.45619154,0.000219791,6.26364E-07
26.48827577,0.000219791,6.26364E-07
26.52019024,0.000219791,6.26364E-07
26.55174184,0.000219791,6.26364E-07
26.58264422,0.000219791,6.26364E-07
26.61341047,0.000219791,6.26364E-07
26.64490652,0.000219791,6.26364E-07
26.67530727,0.000219791,6.26364E-07
26.70662308,0.000219791,6.26364E-07
26.73730826,0.000219791,6.26364E-07
26.76929021,0.000219791,6.26364E-07
26.80056405,0.000219791,6.26364E-07
26.83150864,0.000219791,6.26364E-07
26.86195302,0.000219791,6.26364E-07
26.89302325,0.000219791,6.26364E-07
26.92315936,0.000219791,6.26364E-07
26.95498562,0.000219791,6.26364E-07
26.98705292,0.000219791,6.26364E-07
27.01733828,0.000219791,6.26364E-07
27.04854846,0.000219791,6.26364E-07
27.07985091,0.000219791,6.26364E-07
27.11154819,0.000219791,6.26364E-07
27.14272761,0.000219791,6.26364E-07
27.17393756,0.000219791,6.26364E-07
27.20579195,0.000219791,6.26364E-07
27.23668528,0.000219791,6.26364E-07
27.2682085,0.000219791,6.26364E-07
27.29917216,0.000219791,6.26364E-07
27.33018923,0.000219791,6.26364E-07
27.3625741,0.000219791,6.26364E-07
27.39392996,0.000219791,6.26364E-07
27.42597508,0.000219791,6.26364E-07
27.4570508,0.000219791,6.26364E-07
27.48852158,0.000219791,6.26364E-07
27.51970029,0.000219791,6.26364E-07
27.55066657,0.000219791,6.26364E-07
27.58146977,0.000219791,6.26364E-07
27.61317706,0.000219791,6.26364E-07
27.64474034,0.000219791,6.26364E-07
27.67618656,0.000219791,6.26364E-07
27.70755053,0.000219791,6.26364E-07
27.73894477,0.000219791,6.26364E-07
27.7702651,0.000219791,6.26364E-07
27.80113435,0.000219791,6.26364E-07
27.83323646,0.000219791,6.26364E-07
27.86523771,0.000219791,6.26364E-07
27.89495754,0.000219791,6.26364E-07
27.92588878,0.000219791,6.26364E-07
27.95677662,0.000219791,6.26364E-07
27.98793626,0.000219791,6.26364E-07
28.01957846,0.000219791,6.26364E-07
28.05094934,0.000219791,6.26364E-07
28.08245182,0.000219791,6.26364E-07
28.11301494,0.000219791,6.26364E-07
28.14437175,0.000219791,6.26364E-07
28.17604136,0.000219791,6.26364E-07
28.20750976,0.000219791,6.26364E-07
28.23883033,0.000219791,6.26364E-07
28.26988244,0.000219791,6.26364E-07
28.30119133,0.000219791,6.26364E-07
28.33258367,0.000219791,6.26364E-07
28.36407399,0.000219791,6.26364E-07
28.39579034,0.000219791,6.26364E-07
28.42763948,0.000219791,6.26364E-07
28.45893168,0.000219791,6.26364E-07
28.49118304,0.000219791,6.26364E-07
28.52262259,0.000219791,6.26364E-07
28.55390453,0.000219791,6.26364E-07
28.58495069,0.000219791,6.26364E-07
28.61660171,0.000219791,6.26364E-07
28.64789104,0.000219791,6.26364E-07
28.67906117,0.000219791,6.26364E-07
28.71070743,0.000219791,6.26364E-07
28.74267411,0.000219791,6.26364E-07
28.77349019,0.000219791,6.26364E-07
28.80492139,0.000219791,6.26364E-07
28.83665872,0.000219791,6.26364E-07
28.86822057,0.000219791,6.26364E-07
28.89899707,0.000219791,6.26364E-07
28.93041444,0.000219791,6.26364E-07
28.96201968,0.000219791,6.26364E-07
28.99281096,0.000219791,6.26364E-07
29.0243361,0.000219791,6.26364E-07
29.05579424,0.000219791,6.26364E-07
29.08696032,0.000219791,6.26364E-07
29.11841249,0.000219791,6.26364E-07
29.14969063,0.000219791,6.26364E-07
29.17982078,0.000219791,6.26364E-07
29.2120204,0.000219791,6.26364E-07
29.24357724,0.000219791,6.26364E-07
29.27454162,0.000219791,6.26364E-07
29.30587602,0.000219791,6.26364E-07
29.33728886,0.000219791,6.26364E-07
