dt,A
35.27975821,0.000110012
35.31138325,0.000110012
35.34225583,0.000110012
35.37415004,0.000110012
35.40607762,0.000110012
35.43701053,0.000110012
35.46799159,0.000110012
35.49961233,0.000110012
35.53068471,0.000110012
35.56159949,0.000110012
35.59376287,0.000110012
35.62526345,0.000110012
35.65620017,0.000110012
35.68666649,0.000110012
35.71779275,0.000110012
35.74882388,0.000110012
35.78061819,0.000110012
35.81228709,0.000110012
35.84379554,0.000110012
35.87488699,0.000110012
35.90623856,0.000110012
35.93708968,0.000110012
35.96725035,0.000110012
35.99870872,0.000110012
36.02979517,0.000110012
36.06143475,0.000110012
36.09280896,0.000110012
36.12435937,0.000110012
36.15604019,0.000110012
36.18754482,0.000110012
36.21949768,0.000110012
36.25009084,2.27494E-07
36.28187633,2.27494E-07
36.31296134,2.27494E-07
36.34370542,2.27494E-07
36.37466598,2.27494E-07
36.40585876,2.27494E-07
36.43679285,2.27494E-07
36.46750879,2.27494E-07
36.49850821,2.27494E-07
36.52961707,2.27494E-07
36.56125832,2.27494E-07
36.59244466,2.27494E-07
36.62387133,2.27494E-07
36.65499234,2.27494E-07
36.68633127,2.27494E-07
36.71756625,2.27494E-07
36.74855852,0.000110012
36.78019857,0.000110012
36.81101108,0.000110012
36.84196734,0.000110012
36.87329817,0.000110012
36.90514207,0.000110012
36.93663168,0.000110012
36.96771431,0.000110012
36.99843311,0.000110012
37.02964449,0.000110012
37.06046939,0.000110012
37.09173679,0.000110012
37.12317514,0.000110012
37.15498877,0.000110012
37.18643093,0.000110012
37.21815181,0.000110012
37.2494638,0.000110012
37.28063965,0.000110012
37.31230998,0.000110012
37.34377146,0.000110012
37.37539911,0.000110012
37.40641522,0.000110012
37.43835521,0.000110012
37.46934175,0.000110012
37.50097084,0.000110012
37.53261757,0.000110012
37.56424689,0.000110012
37.59589005,0.000110012
37.62746358,0.000110012
37.6589148,0.000110012
37.69036531,0.000110012
37.72180891,0.000110012
37.75324106,0.000110012
37.784446,0.000110012
37.81565595,0.000110012
37.84691548,0.000110012
37.87814307,0.000110012
37.90916991,0.000110012
37.93979859,0.000110012
37.97026396,0.000110012
38.00130558,0.000110012
38.03334332,0.000110012
38.06434488,0.000110012
38.09540868,0.000110012
38.12688351,0.000110012
38.15761256,0.000110012
38.18924356,0.000110012
38.21984315,0.000110012
38.2515831,0.000110012
38.28318,0.000110012
38.31447911,0.000110012
38.34588504,0.000110012
38.37672997,0.000110012
38.40893054,0.000110012
38.44065475,0.000110012
38.47252393,0.000110012
38.50475383,0.000110012
38.53534698,0.000110012
38.56661749,0.000110012
38.5979867,0.000110012
38.62917042,0.000110012
38.66031885,0.000110012
38.69179225,0.000110012
38.72319221,0.000110012
38.75498343,0.000110012
38.7862258,0.000110012
38.81759953,0.000110012
38.84920788,0.000110012
38.87947655,0.000110012
38.9110136,0.000110012
38.94178438,0.000110012
38.97333908,0.000110012
39.00553894,0.000110012
39.03842211,0.000110012
39.06982279,0.000110012
39.10084605,0.000110012
39.13182759,0.000110012
39.16385627,0.000110012
39.19552135,0.000110012
39.2271297,0.000110012
39.25818062,0.000110012
39.28987885,0.000110012
39.32076621,0.000110012
39.35273886,0.000110012
39.3835721,0.000110012
39.41414237,0.000110012
39.44520164,0.000110012
39.47659206,0.000110012
39.50821996,0.000110012
39.53952289,0.000110012
39.57128811,0.000110012
39.6020081,0.000110012
39.63367677,0.000110012
39.66478229,0.000110012
39.69633055,0.000110012
39.7279067,0.000110012
39.75976515,0.000110012
